Εταίρος ΕΦΔ,Κωδικός Πρότασης,Επωνυμία Επιχείρησης,ΚΑΔ Επένδυσης,Περιγραφή ΚΑΔ Επένδυσης,Περιφέρεια Υλοποίησης,ΠΕΠ,Συνολικός Προϋπολογισμός,Επιχορηγούμενος Προϋπολογισμός,Δημόσια Δαπάνη Ολοκλήρωσης
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01263                      ,ΦΙΛΩΤΑΣ ΜΠΕΛΛΑΣ & ΥΙΟΣ Α.Ε.,46.33.11.08,Χονδρικό εμπόριο τυριού και τυροπήγματος,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),230832.87,208282.94,103442.72
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01266                      ,Β. ΚΙΒΩΤΟΠΟΥΛΟΣ Α.Β.Ε.Ε. ,22.19,Κατασκευή άλλων προϊόντων από ελαστικό (καουτσούκ),ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),41316.44,41316.44,18592.40
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01273                      ,ΕΥΡΩΕΜΠΟΡΙΚΗ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΠΡΟΚΑΤΑΣΚΕΥΑΣΜΕΝΩΝ ΚΤΙΡΙΩΝ,25.11.10,Κατασκευή προκατασκευασμένων κτιρίων από μέταλλο,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),35477.85,35477.85,15965.03
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01284                      ,ΓΙΟΥΝΙΞΦΟΡ ΑΝΩΝΥΜΟΣ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΜΕΛΕΤΩΝ ΚΑΙ ΕΦΑΡΜΟΓΩΝ ΠΛΗΡΟΦΟΡΙΚΗΣ,58.2,Έκδοση λογισμικού,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),121046.00,121046.00,54166.25
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01298                      ,ΙΝΤΡΑΛΟΤ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ - ΟΛΟΚΛΗΡΩΜΕΝΑ ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΚΑΙ ΥΠΗΡΕΣΙΕΣ ΤΥΧΕΡΩΝ ΠΑΙΧΝΙΔΙΩΝ,62.01,Δραστηριότητες προγραμματισμού ηλεκτρονικών συστημάτων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεγάλες),195569.16,195569.17,78227.67
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01299                      ,ΓΙΑΝΝΟΠΟΥΛΟΣ Ν. ΚΑΙ ΣΙΑ ΟΕ,62.01.11.02,Υπηρεσίες ανάπτυξης και υποστήριξης λογισμικού εφαρμογών τηλεματικής,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),60982.09,60982.10,30491.05
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01307                      ,MINI RAXEVSKY ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΚΑΤΑΣΚΕΥΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΕΙΔΩΝ ΕΝΔΥΣΗΣ,14.13.33,"Κατασκευή σακακιών κάθε είδους από υφαντικές ύλες, που δεν είναι πλεκτά ή κροσέ, για γυναίκες ή κορίτσια",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),199795.82,199795.82,89908.12
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01308                      ,ΣΥΣΚΟ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΜΗΧΑΝΙΚΗ ΕΤΑΙΡΕΙΑ ΣΥΣΤΗΜΑΤΩΝ ΟΡΓΑΝΩΣΕΩΣ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ,62.01.11.07,"Υπηρεσίες σχεδιασμού, υποστήριξης και ολοκλήρωσης συστήματος λογισμικού",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),95067.48,95067.47,42780.36
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01312                      ,AMCO ΟΛΟΚΛΗΡΩΜΕΝΑ ΣΥΣΤΗΜΑΤΑ ΥΨΗΛΗΣ ΤΕΧΝΟΛΟΓΙΑΣ ΑΒΕΕ,26.11.30,Κατασκευή ηλεκτρονικών ολοκληρωμένων κυκλωμάτων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),200251.39,160994.93,89561.88
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01317                      ,ΑΝΛΙΜΙΤΙΝΤ ΤΕΛΕΚΟΜ ΕΝΤ ΑΙ ΤΙ ΣΟΛΟΥΣΙΟΝΣ ΕΤΑΙΡΕΙΑ ΠΑΡΟΧΗΣ ΥΠΗΡΕΣΙΩΝ ΓΙΑ ΤΗΛΕΠΙΚΟΙΝΩΝΙΑΚΑ ΚΑΙ ΠΛΗΡΟΦΟΡΙΑΚΑ ΣΥΣΤΗΜΑΤΑ ΕΠΕ,62.02.20,Υπηρεσίες παροχής συμβουλών για θέματα συστημάτων και λογισμικού,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),36931.00,35533.33,15990.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01318                      ,Ε. ΒΑΓΙΑΣ - Ε. ΚΟΣΜΑΣ ΕΞΟΠΛΙΣΜΟΣ ΚΑΤΑΣΤΗΜΑΤΩΝ ΕΤΑΡΙΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,25.99,Κατασκευή άλλων μεταλλικών προϊόντων π.δ.κ.α.,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),38529.04,38529.04,19264.52
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01319                      ,FRESH FORMULA ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ ΚΑΛΛΥΝΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ,20.42,Παραγωγή αρωμάτων και παρασκευασμάτων καλλωπισμού,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),124854.61,124854.62,56184.58
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01332                      ,UPSTREAM ΤΗΛΕΠΙΚΟΙΝΩΝΙΑΚΑ ΚΑΙ ΛΟΓΙΣΜΙΚΑ ΣΥΣΤΗΜΑΤΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,62.01.11.07,"Υπηρεσίες σχεδιασμού, υποστήριξης και ολοκλήρωσης συστήματος λογισμικού",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),133066.83,133066.84,59464.85
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01334                      ,INTERGAMMA EE,46.36.13.07,Χονδρικό εμπόριο τυποποιημένων ζαχαρωδών προϊόντων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),60200.00,50333.34,25166.67
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01335                      ,PRENECON - PRIME ENERGY CONSTRUCTIONS AΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ,42.22.23,Κατασκευαστικές εργασίες για μονάδες παραγωγής ηλεκτρικής ενέργειας,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),145281.26,145281.25,65008.11
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01336                      ,Γ. ΣΤΡΑΤΗΓΟΣ - Φ. ΒΕΛΤΣΙΝ ΟΕ,28.99,Κατασκευή άλλων μηχανημάτων ειδικής χρήσης π.δ.κ.α.,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),30400.00,30400.00,13680.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01341                      ,ΜΕΤΡΟΝ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΚΑΤΑΣΚΕΥΗ ΚΑΙ ΕΜΠΟΡΙΑ ΕΙΔΩΝ ΣΥΣΚΕΥΑΣΙΑΣ,17.21,Κατασκευή κυματοειδούς χαρτιού και χαρτονιού και εμπορευματοκιβώτιων από χαρτί και χαρτόνι,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),112425.00,111166.67,50025.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01343                      ,LAMDA HELLIX ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΥΠΗΡΕΣΙΩΝ ΥΠΟΣΤΗΡΙΞΗΣ ΕΠΙΚΟΙΝΩΝΙΩΝ ΚΑΙ ΠΛΗΡΟΦΟΡΙΚΗΣ,62.09.20,Άλλες υπηρεσίες των τεχνολογιών της πληροφορίας και των ηλεκτρονικών υπολογιστών π.δ.κ.α.,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),59044.02,44044.02,26569.81
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01346                      ,ΑΘΑΝΑΣΙΟΣ ΓΙΩΤΗΣ ΑΝΩΝΥΜΟΣ ΕΜΠΟΡΙΚΗ ΚΑΙ ΒΙΟΤΕΧΝΙΚΗ ΕΤΑΙΡΕΙΑ ΕΙΔΩΝ ΤΡΟΦΙΜΩΝ ΚΑΙ ΜΠΑΧΑΡΙΚΩΝ,10.84,Παραγωγή αρτυμάτων και καρυκευμάτων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),61996.66,62178.27,27898.50
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01356                      ,ΑΡΑΠΑΝΤΩΝΗΣ ΑΛΕΞΑΝΔΡΟΣ,18.13.30.02,"Προετοιμασία ψηφιακών δεδομένων (π.χ. βελτίωση, επιλογή, διασύνδεση ψηφιακών δεδομένων αποθηκευμένων σε φορείς ηλεκτρονικής επεξεργασίας δεδομένων), συναφών με την εκτύπωση",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),35350.00,32400.00,14580.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01367                      ,ΔΗΜΗΤΡΙΟΣ ΜΠΑΚΛΑΒΑΣ & ΣΙΑ ΟΕ,26.40,Κατασκευή ηλεκτρονικών ειδών ευρείας κατανάλωσης,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),35934.40,35934.40,17967.20
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01373                      ,AD DESIGNLAB BIOMHXANIKOΣ ΣXEΔIAΣMOΣ ΜΟΝΟΠΡΟΣΩΠΗ ETAIΡEΙA ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,74.10.12,Υπηρεσίες βιομηχανικού σχεδιασμού,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),44000.00,44000.00,19800.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01375                      ,SET- ΕΙΣΑΓΩΓΙΚΗ ΕΞΑΓΩΓΙΚΗ ΕΠΙΠΛΩΝ ΚΑΙ ΕΙΔΩΝ ΔΙΑΚΟΣΜΗΣΗΣ ΑΝΩΝΥΜΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ Α.Ε.Ε.,46.47.11.10,Χονδρικό εμπόριο -μετά από εισαγωγή- επίπλων και μικροεπίπλων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),144500.66,143700.00,71850.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01385                      ,ΑΛΕΞΙΟΥ ΑΠΟΣΤΟΛΟΣ,73.11.11.01,Υπηρεσίες γραφίστα διαφημίσεων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),30520.00,30520.00,15260.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01390                      ,Α. ΔΕΣΥΛΛΑΣ ΜΟΝΟΠΡΟΣΩΠΗ ΕΤΑΙΡΕΙΑ ΠΕΡΙΟΡΙΣΜΕΝΗΣ ΕΥΘΥΝΗΣ,32.40,Κατασκευή παιχνιδιών κάθε είδους,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),58818.91,58818.91,26468.51
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01401                      ,ΜΠΙΛΑΛΗΣ Γ. - ΚΑΡΑΒΑΝΗΣ Α. Ο.Ε.,58.11.1,Έκδοση έντυπων βιβλίων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),159771.41,158761.31,71897.13
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01404                      ,GEO–STAND ΕΤΑΙΡΙΑ ΓΕΩΤΕΧΝΙΚΩΝ ΕΡΓΩΝ - ΕΡΕΥΝΩΝ ΥΠΕΔΑΦΟΥΣ ΚΑΙ ΣΥΝΕΡΓΑΤΕΣ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,71.20.12,Υπηρεσίες δοκιμών και αναλύσεων των φυσικών ιδιοτήτων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),136350.61,116347.53,61357.77
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01406                      ,ΙΝΟΜΑΚ  ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ ΕΠΑΓΓΕΛΜΑΤΙΚΩΝ ΨΥΓΕΙΩΝ ΚΑΙ ΑΝΟΞΕΙΔΩΤΩΝ ΚΑΤΑΣΚΕΥΩΝ,25.11,Κατασκευή μεταλλικών σκελετών και μερών μεταλλικών σκελετών,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),56931.24,50000.00,22500.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01428                      ,"MILTECH HELLAS ΒΙΟΜΗΧΑΝΙΑ - ΕΜΠΟΡΙΟ - ΑΝΤΙΠΡΟΣΩΠΕΙΕΣ ΗΛΕΚΤΡΟΝΙΚΩΝ, ΟΠΤΙΚΩΝ ΚΑΙ ΜΗΧΑΝΟΛΟΓΙΚΩΝ ΕΙΔΩΝ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΕΙΑ",26.30.50.01,"Κατασκευή ηλεκτρονικών συστημάτων ανίχνευσης, ελέγχου και ασφαλείας",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),139218.77,139539.02,62648.45
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01431                      , ΑΔΕΛΦΟΙ Κ. ΧΕΡΟΥΒΕΙΜ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΟΡΕΙΧΑΛΚΙΝΩΝ ΥΔΡΑΥΛΙΚΩΝ ΕΙΔΩΝ ,24.44.22.02,Παραγωγή ημικατεργασμένων προϊόντων ορείχαλκου,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),133104.10,133104.11,59896.85
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01436                      ,ΛΟΥΚΗΣ ΘΕΟΔΩΡΟΣ ΝΙΚΟΛΑΟΣ ,27.40.24,"Κατασκευή φωτεινών πινακίδων, φωτεινών επιγραφών και παρόμοιων ειδών",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),38252.00,38252.00,19126.00
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01438                      ,ΓΕΩΔΗ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΠΕΞΕΡΓΑΣΙΑΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΦΥΤΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ΚΑΙ ΕΙΔΩΝ ΔΙΑΤΡΟΦΗΣ,10.82,"Παραγωγή κακάου, σοκολάτας και ζαχαρωτών",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),35436.50,35436.51,15946.43
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01451                      ,ΝΕΑ ΟΠΤΙΚΗ - ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΟΠΤΙΚΟΑΚΟΥΣΤΙΚΩΝ ΕΙΔΩΝ,32.50.43.01,Κατασκευή σκελετών ματογυαλιών,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),74395.40,74395.40,33477.93
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01457                      ,ΛΑΡΟ ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΕΠΙΠΛΩΝ.,31.01.13.02,"Κατασκευή ξύλινων επίπλων καταστημάτων, από μονάδα που απασχολεί τρεις και άνω εργάτες",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),67579.70,60278.31,26984.04
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01463                      ,ΚΛΕΙΘΡΟΠΟΙΙΑ DOMUS ΑΕΒΕ,25.72,Κατασκευή κλειδαριών και μεντεσέδων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),57400.57,57400.56,25830.25
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01466                      ,ΜΑΝ. ΒΙΤΣΑΞΑΚΗΣ ΕΙΣΑΓΩΓΕΣ ΕΙΔΩΝ ΟΙΚΙΑΚΗΣ ΧΡΗΣΕΩΣ- ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ,46.44.11,"Χονδρικό εμπόριο γυαλικών, ειδών πορσελάνης και αγγειοπλαστικής",ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μεσαίες),151012.99,151012.98,75506.49
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01467                      ,ΒΙΟΛΑΜ ΑΝΩΝΥΜΗ ΒΙΟΤΕΧΝΙΚΗ ΚΑΙ  ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΠΑΡΑΓΩΓΗΣ ΚΑΙ ΕΜΠΟΡΙΑΣ ΦΩΤΙΣΤΙΚΩΝ ΕΙΔΩΝ ,27.40.25,Κατασκευή πολυέλαιων και άλλων ηλεκτρικών φωτιστικών εξαρτημάτων οροφής ή τοίχου,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),85140.80,85140.80,42570.40
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01479                      ,REPADO ΛΟΓΙΣΜΙΚΟΤΕΧΝΙΚΗ ΥΠΗΡΕΣΙΕΣ ΕΡΕΥΝΑΣ ΚΑΙ ΑΝΑΠΤΥΞΗΣ ΕΠΕ,62.01.11,Υπηρεσίες σχεδιασμού και ανάπτυξης τεχνολογιών της πληροφορίας για εφαρμογές,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),44342.61,44342.62,19954.18
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01508                      ,IMC ΔΙΑΧΕΙΡΙΣΗ ΠΛΗΡΟΦΟΡΙΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΩΝ Α.Ε.,62.02.20,Υπηρεσίες παροχής συμβουλών για θέματα συστημάτων και λογισμικού,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),93796.81,89898.44,40454.30
ΕΛ.ΑΝ.ΕΤ,ΕΞ-01540                      ,ΔΥΟ ΔΕΚΑ Ανώνυμη Εκδοτική Εταιρεία,18.11.10,Υπηρεσίες εκτύπωσης εφημερίδων,ΑΤΤΙΚΗ,ΠΕΠ Αττικής - Άξονας 3 (Μικρές και Πολύ Μικρές),108102.60,147878.18,48646.17
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00004                      ,Σ.ΧΑΝΙΩΤΗΣ ΚΑΙ ΣΙΑ Ο.Ε.,13.99.14.01,Κατασκευή βατών,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),35741.80,35741.80,16083.81
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00034                      ,ΡΟΔΑ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΕΜΠΟΡΙΑΣ ΕΙΔΩΝ ΔΙΑΚΙΝΗΣΕΩΣ ΚΑΙ ΑΠΟΘΗΚΕΥΣΕΩΣ ΕΜΠΟΡΕΥΜΑΤΩΝ & ΠΡΟΙΟΝΤΩΝ,25.99,Κατασκευή άλλων μεταλλικών προϊόντων π.δ.κ.α.,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),245034.00,245034.00,110265.30
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00051                      ,EXOTHERMIA ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΕΦΑΡΜΟΓΩΝ ΜΗΧΑΝΟΛΟΓΙΚΟΥ ΛΟΓΙΣΜΙΚΟΥ ,62.01.11.07,"Υπηρεσίες σχεδιασμού, υποστήριξης και ολοκλήρωσης συστήματος λογισμικού",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),74964.51,74136.44,33361.40
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00101                      ,ΣΥΣΤΕΚ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΒΙΟΜΗΧΑΝΙΚΩΝ ΠΡΟΙΟΝΤΩΝ ,25.11.23,"Δημιουργία άλλων κατασκευών και μερών κατασκευών, κατασκευή λαμαρινών, ράβδων, μορφοράβδων και παρόμοιων ειδών, από σίδηρο, χάλυβα ή αλουμίνιο",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),225975.13,225975.13,101688.81
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00107                      ,ΑΠΟΣΤΟΛΟΣ ΤΟΥΜΠΑΣ ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΙΣΑΓΩΓΙΚΗ ΕΞΑΓΩΓΙΚΗ ΕΤΑΙΡΙΑ ΟΔΟΝΤΙΑΤΡΙΚΩΝ ΚΑΙ ΙΑΤΡΙΚΩΝ ΜΗΧΑΝΗΜΑΤΩΝ ΚΑΙ ΕΞΑΡΤΗΜΑΤΩΝ,32.50.30,"Κατασκευή επίπλων για την ιατρική, τη χειρουργική, την οδοντιατρική ή την κτηνιατρική· καθισμάτων κομμωτηρίων και παρόμοιων καθισμάτων και μερών τους",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),35270.59,35270.59,15871.77
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00124                      ,BITUMIX ΑΣΦΑΛΤΙΚΑ ΜΙΓΜΑΤΑ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,23.99.13,"Παραγωγή ασφαλτικών μειγμάτων με βάση φυσικά ή τεχνητά λίθινα υλικά και βιτούμιο, φυσικής ασφάλτου ή συναφών ουσιών ως συνδετικό υλικό",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),35667.76,33672.00,15152.40
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00192                      ,ΑΦΟΙ ΓΕΩΡΓΙΟΥ ΠΑΝΑΓΙΩΤΙΔΗ ΟΒΕ,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),114567.98,114567.98,51555.59
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00215                      ,POLYPRINT ΕΜΠΟΡΙΑ ΜΗΧΑΝΗΜΑΤΩΝ ΚΑΙ ΥΛΙΚΩΝ ΨΗΦΙΑΚΗΣ ΕΚΤΥΠΩΣΗΣ-ΕΙΣΑΓΩΓΕΣ-ΕΞΑΓΩΓΕΣ-ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ,28.99.14,"Κατασκευή άλλων εκτυπωτικών μηχανημάτων, εκτός εκείνων που προορίζονται για χρήση σε γραφεία",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),197735.31,197735.31,88980.89
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00226                      ,Κ.ΚΟΥΡΤΖΟΓΛΟΥ-ΓΚ.ΤΖΟΡΤΖΕΒΙΤΣ ΟΕ,28.22.18,"Κατασκευή άλλων μηχανημάτων ανύψωσης, μετακίνησης, φόρτωσης ή εκφόρτωσης",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),60107.99,60107.99,27048.60
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00234                      ,QMSCERT ΕΠΙΘΕΩΡΗΣΕΙΣ ΕΛΕΓΧΟΙ ΠΙΣΤΟΠΟΙΗΣΕΙΣ ΕΠΕ,62.01.11.06,Υπηρεσίες ποιοτικού ελέγχου συστήματος λογισμικού,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),64999.06,55324.38,24895.97
